公众号【晨瑞黑科】
📢公告栏,#genre#
CCTV-8K,http://mtw.so/62HqYI


CCTV-1,http://www.furymax.top:85/rtp/239.254.96.96:8550
CCTV-2,http://www.furymax.top:85/rtp/239.69.1.102:10250
CCTV-3,http://www.furymax.top:85/rtp/239.69.1.122:10370
CCTV-4,http://www.furymax.top:85/rtp/239.69.1.138:10466
CCTV-5,http://www.furymax.top:85/rtp/239.69.1.123:10376
CCTV-5+,http://www.furymax.top:85/rtp/239.254.96.234:9484
CCTV-6,http://www.furymax.top:85/rtp/239.69.1.124:10382
CCTV-7,http://www.furymax.top:85/rtp/239.69.1.103:10256
CCTV-8,http://www.furymax.top:85/rtp/239.69.1.125:10388
CCTV-9,http://www.furymax.top:85/rtp/239.69.1.104:10262
CCTV-10,http://www.furymax.top:85/rtp/239.69.1.105:10268
CCTV-11,http://www.furymax.top:85/rtp/239.69.1.154:10560
CCTV-12,http://www.furymax.top:85/rtp/239.69.1.106:10274
CCTV-13,http://www.furymax.top:85/rtp/239.254.96.161:9040
CCTV-14,http://www.furymax.top:85/rtp/239.69.1.107:10280
CCTV-15,http://www.furymax.top:85/rtp/239.69.1.155:10566
CCTV-16,http://www.furymax.top:85/rtp/239.69.1.247:11124
CCTV-17,http://www.furymax.top:85/rtp/239.69.1.152:10548

CCTV-1,http://124.116.183.146:9901/tsfile/live/0001_1.m3u8
CCTV-2,http://124.116.183.146:9901/tsfile/live/0002_1.m3u8
CCTV-3,http://124.116.183.146:9901/tsfile/live/0003_1.m3u8
CCTV-4,http://124.116.183.146:9901/tsfile/live/0004_1.m3u8
CCTV-5,http://124.116.183.146:9901/tsfile/live/0005_1.m3u8
CCTV-6,http://124.116.183.146:9901/tsfile/live/0006_1.m3u8
CCTV-7,http://124.116.183.146:9901/tsfile/live/0007_1.m3u8
CCTV-8,http://124.116.183.146:9901/tsfile/live/0008_1.m3u8
CCTV-13,http://124.116.183.146:9901/tsfile/live/0013_1.m3u8
CCTV-14,http://124.116.183.146:9901/tsfile/live/0014_1.m3u8
CCTV-15,http://124.116.183.146:9901/tsfile/live/0015_1.m3u8

CCTV-1,http://61.54.14.232:9801/tsfile/live/1001_1.m3u8 
CCTV-2,http://61.54.14.232:9801/tsfile/live/1002_1.m3u8 
CCTV-3,http://61.54.14.232:9801/tsfile/live/1003_1.m3u8 
CCTV-4,http://61.54.14.232:9801/tsfile/live/1004_1.m3u8 
CCTV-5,http://61.54.14.232:9801/tsfile/live/1005_1.m3u8 
CCTV-6,http://61.54.14.232:9801/tsfile/live/1006_1.m3u8 
CCTV-7,http://61.54.14.232:9801/tsfile/live/1007_1.m3u8 
CCTV-8,http://61.54.14.232:9801/tsfile/live/1008_1.m3u8 
CCTV-9,http://61.54.14.232:9801/tsfile/live/1009_1.m3u8 
CCTV-10,http://61.54.14.232:9801/tsfile/live/1010_1.m3u8 
CCTV-11,http://61.54.14.232:9801/tsfile/live/1011_1.m3u8 
CCTV-12,http://61.54.14.232:9801/tsfile/live/1012_1.m3u8 
CCTV-13,http://61.54.14.232:9801/tsfile/live/1013_1.m3u8 
CCTV-14,http://61.54.14.232:9801/tsfile/live/1014_1.m3u8 
CCTV-15,http://61.54.14.232:9801/tsfile/live/1015_1.m3u8 

CCTV-1,http://60.10.139.10:8801/hls/1/index.m3u8
CCTV-2,http://60.10.139.10:8801/hls/2/index.m3u8
CCTV-3,http://60.10.139.10:8801/hls/3/index.m3u8
CCTV-4,http://60.10.139.10:8801/hls/4/index.m3u8
CCTV-5,http://60.10.139.10:8801/hls/5/index.m3u8
CCTV-5+,http://60.10.139.10:8801/hls/15/index.m3u8
CCTV-6,http://60.10.139.10:8801/hls/6/index.m3u8
CCTV-7,http://60.10.139.10:8801/hls/7/index.m3u8
CCTV-8,http://60.10.139.10:8801/hls/8/index.m3u8
CCTV-9,http://60.10.139.10:8801/hls/9/index.m3u8
CCTV-10,http://60.10.139.10:8801/hls/10/index.m3u8
CCTV-11,http://60.10.139.10:8801/hls/96/index.m3u8
CCTV-12,http://60.10.139.10:8801/hls/11/index.m3u8
CCTV-13,http://60.10.139.10:8801/hls/12/index.m3u8
CCTV-14,http://60.10.139.10:8801/hls/13/index.m3u8
CCTV-15,http://60.10.139.10:8801/hls/97/index.m3u8
CCTV-17,http://60.10.139.10:8801/hls/98/index.m3u8
CGTN-1,http://60.10.139.10:8801/hls/14/index.m3u8
CETV-2,http://60.10.139.10:8801/hls/91/index.m3u8
文物宝库,http://60.10.139.10:8801/hls/76/index.m3u8
环球奇观,http://60.10.139.10:8801/hls/75/index.m3u8
梨园频道,http://60.10.139.10:8801/hls/86/index.m3u8
早期教育,http://60.10.139.10:8801/hls/83/index.m3u8
CCTV老故事,http://60.10.139.10:8801/hls/74/index.m3u8
CCTV世界地理,http://60.10.139.10:8801/hls/73/index.m3u8
CCTV兵器科技,http://60.10.139.10:8801/hls/72/index.m3u8
CCTV高尔夫网球,http://60.10.139.10:8801/hls/70/index.m3u8
CCTV风云足球,http://60.10.139.10:8801/hls/69/index.m3u8
CCTV风云音乐,http://60.10.139.10:8801/hls/68/index.m3u8
CCTV怀旧剧场,http://60.10.139.10:8801/hls/67/index.m3u8
CCTV风云剧场,http://60.10.139.10:8801/hls/66/index.m3u8
CCTV第一剧场,http://60.10.139.10:8801/hls/65/index.m3u8
CCTV电视指南,http://60.10.139.10:8801/hls/64/index.m3u8
CCTV文化精品,http://60.10.139.10:8801/hls/83/index.m3u8
CCTV文化精品,http://60.10.139.10:8801/hls/80/index.m3u8
CCTV-1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV-2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV-3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV-4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV-6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV-8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV-9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV-12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV-16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV-17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV-13,http://1.195.111.251:11190/tsfile/live/0013_1.m3u8
CGTN-英语新闻,http://live.cgtn.com/1000/prog_index.m3u8
CGTN-英语新闻,http://live.cgtn.com/500/prog_index.m3u8
CGTN-俄罗斯语国际,http://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN-西班牙语国际,http://livees.cgtn.com/1000e/prog_index.m3u8
CCTV-移动,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/649e19038fa74514ab3f00febbcd6de0/1200.m3u8
CCTV-1,http://play.kankanlive.com/live/1661761962676984.flv
CCTV-7,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226721/1.m3u8
CCTV-11,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226714/1.m3u8
CCTV-12,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226748/1.m3u8
CCTV-17,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226660/1.m3u8
CCTV-5+,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226711/1.m3u8
CCTV-6,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226699/1.m3u8
CCTV-8,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226715/1.m3u8
CCTV-9,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226657/1.m3u8
CCTV-11,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226714/1.m3u8?
移动传媒,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/649e19038fa74514ab3f00febbcd6de0/1200.m3u8
CCTV-14,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226663/1.m3u8
CCTV-14,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226645/1.m3u8
&programid=4200000133
CCTV-16,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226825/1.m3u8
id=bestzb&Contentid=5000000005000001827
CCTV-13,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226717/1.m3u8
025b4925aeae306b3&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=9ef05645ea51ea0bcfe8d603b748a30e&咪咕
CCTV-1,http://39.134.66.110/PLTV/88888888/224/3221225816/index.m3u8
CCTV-5,http://39.134.66.110/PLTV/88888888/224/3221225818/index.m3u8
CCTV-5+,http://39.134.66.110/PLTV/88888888/224/3221225507/index.m3u8
CCTV-8,http://39.134.66.110/PLTV/88888888/224/3221225795/index.m3u8
CCTV-10,http://39.134.66.110/PLTV/88888888/224/3221225677/index.m3u8
CCTV-12,http://39.134.66.110/PLTV/88888888/224/3221225669/index.m3u8
CCTV-14,http://39.134.66.110/PLTV/88888888/224/3221225674/index.m3u8
CCTV-17,http://39.134.66.110/PLTV/88888888/224/3221225708/index.m3u8
CCTV-1,http://36.32.174.67:60080/newlive/live/hls/1/live.m3u8
CCTV-2,http://36.32.174.67:60080/newlive/live/hls/2/live.m3u8
CCTV-3,http://36.32.174.67:60080/newlive/live/hls/3/live.m3u8
CCTV-4,http://36.32.174.67:60080/newlive/live/hls/4/live.m3u8
CGTN,http://36.32.174.67:60080/newlive/live/hls/5/live.m3u8
CCTV-6,http://36.32.174.67:60080/newlive/live/hls/6/live.m3u8
CCTV-7,http://36.32.174.67:60080/newlive/live/hls/8/live.m3u8
CCTV-8,http://36.32.174.67:60080/newlive/live/hls/11/live.m3u8
CCTV-9,http://36.32.174.67:60080/newlive/live/hls/12/live.m3u8
CCTV-10,http://36.32.174.67:60080/newlive/live/hls/13/live.m3u8
CCTV-11,http://36.32.174.67:60080/newlive/live/hls/14/live.m3u8
CCTV-12,http://36.32.174.67:60080/newlive/live/hls/15/live.m3u8
CCTV-13,http://36.32.174.67:60080/newlive/live/hls/16/live.m3u8
CCTV-15,http://36.32.174.67:60080/newlive/live/hls/18/live.m3u8
CCTV-1,http://dassby.qqff.top:99/live/cctv1高清/index.m3u8
CCTV-2,http://dassby.qqff.top:99/live/cctv2高清/index.m3u8
CCTV-3,http://dassby.qqff.top:99/live/cctv3/index.m3u8
CCTV-4,http://dassby.qqff.top:99/live/cctv4欧洲/index.m3u8
CCTV-5,http://dassby.qqff.top:99/live/CCTV5高清/index.m3u8
CCTV-6,http://dassby.qqff.top:99/live/CCTV6高清/index.m3u8
CCTV-8,http://dassby.qqff.top:99/live/CCTV8高清/index.m3u8
CCTV-4,http://dassby.qqff.top:99/live/CCTV4高清/index.m3u8
CCTV-5+,http://dassby.qqff.top:99/live/CCTV5p/index.m3u8
CCTV-7,http://dassby.qqff.top:99/live/CCTV7高清/index.m3u8
CCTV-9,http://dassby.qqff.top:99/live/CCTV9高清/index.m3u8
CCTV-10,http://dassby.qqff.top:99/live/CCTV10高清/index.m3u8
CCTV-12,http://dassby.qqff.top:99/live/CCTV12高清/index.m3u8
CCTV-13,http://dassby.qqff.top:99/live/CCTV13/index.m3u8
CCTV-14,http://dassby.qqff.top:99/live/CCTV14高清/index.m3u8
CCTV-15,http://dassby.qqff.top:99/live/CCTV15/index.m3u8
CCTV-17,http://dassby.qqff.top:99/live/CCTV17/index.m3u8
CCTV-11,http://dassby.qqff.top:99/live/CCTV11/index.m3u8

中国天气,http://dassby.qqff.top:99/live/中国天气/index.m3u8
CGTN法语,https://francais-livews.cgtn.com/hls/LSvev95OuFZtKLc6CeKEFYXj220802LSTeV6PO0Ut9r71Uq3k5goCA220802cd/playlist.m3u8
CGTN阿拉伯语,https://arabic-livews.cgtn.com/hls/LSveq57bErWLinBnxosqjisZ220802LSTefTAS9zc9mpU08y3np9TH220802cd/playlist.m3u8

CCTV-2,http://1.195.111.251:11190/tsfile/live/0002_1.m3u8
CCTV-4,http://1.195.111.251:11190/tsfile/live/0004_1.m3u8
CCTV-5,http://1.195.111.251:11190/tsfile/live/0005_1.m3u8
CCTV-6,http://1.195.111.251:11190/tsfile/live/0006_1.m3u8
CCTV-13,http://1.195.111.251:11190/tsfile/live/0013_1.m3u8

CCTV-1,http://60.10.72.197:9993/live/cctv1hd/index.m3u8
CCTV-2,http://60.10.72.197:9993/live/cctv2hd/index.m3u8
CCTV-3,http://60.10.72.197:9993/live/cctv3hd/index.m3u8
CCTV-4,http://60.10.72.197:9993/live/cctv4hd/index.m3u8
CCTV-5,http://60.10.72.197:9993/live/cctv5hd/index.m3u8
CCTV-6,http://60.10.72.197:9993/live/cctv6hd/index.m3u8
CCTV-8,http://60.10.72.197:9993/live/cctv8hd/index.m3u8
CCTV-9,http://60.10.72.197:9993/live/cctv9hd/index.m3u8
CCTV-10,http://60.10.72.197:9993/live/cctv10hd/index.m3u8
CCTV-11,http://60.10.72.197:9993/live/cctv11/index.m3u8
CCTV-12,http://60.10.72.197:9993/live/cctv12hd/index.m3u8
CCTV-13,http://60.10.72.197:9993/live/cctv13/index.m3u8
CCTV-14,http://60.10.72.197:9993/live/cctv14hd/index.m3u8
CCTV-15,http://60.10.72.197:9993/live/cctv15/index.m3u8
CCTV-5+,http://60.10.72.197:9993/live/cctv5jhd/index.m3u8
CCTV-1,http://221.12.3.18:8980/live/cctv1/index.m3u8
CCTV-2,http://221.12.3.18:8980/live/cctv2/index.m3u8
CCTV-3,http://221.12.3.18:8980/live/cctv3/index.m3u8
CCTV-4,http://221.12.3.18:8980/live/cctv4/index.m3u8
CCTV-5,http://221.12.3.18:8980/live/cctv5/index.m3u8
CCTV-6,http://221.12.3.18:8980/live/cctv6/index.m3u8
CCTV-7,http://221.12.3.18:8980/live/cctv7/index.m3u8
CCTV-8,http://221.12.3.18:8980/live/cctv8/index.m3u8
CCTV-9,http://221.12.3.18:8980/live/cctv9/index.m3u8
CCTV-10,http://221.12.3.18:8980/live/cctv10/index.m3u8
CCTV-11,http://221.12.3.18:8980/live/cctv11/index.m3u8
CCTV-12,http://221.12.3.18:8980/live/cctv12/index.m3u8
CCTV-14,http://221.12.3.18:8980/live/cctv14/index.m3u8
CCTV-15,http://221.12.3.18:8980/live/cctv15/index.m3u8

CCTV-1,http://111.40.87.212:4445/live/cctv1/index.m3u8
CCTV-2,http://111.40.87.212:4445/live/cctv2/index.m3u8
CCTV-3,http://111.40.87.212:4445/live/cctv3/index.m3u8
CCTV-4,http://111.40.87.212:4445/live/cctv4/index.m3u8
CCTV-5,http://111.40.87.212:4445/live/cctv5/index.m3u8
CCTV-5+,http://111.40.87.212:4445/live/cctv5plus/index.m3u8
CCTV-6,http://111.40.87.212:4445/live/cctv6/index.m3u8
CCTV-7,http://111.40.87.212:4445/live/cctv7/index.m3u8
CCTV-8,http://111.40.87.212:4445/live/cctv8/index.m3u8
CCTV-9,http://111.40.87.212:4445/live/cctv9/index.m3u8
CCTV-10,http://111.40.87.212:4445/live/cctv10/index.m3u8
CCTV-11,http://111.40.87.212:4445/live/cctv11/index.m3u8
CCTV-12,http://111.40.87.212:4445/live/cctv12/index.m3u8
CCTV-13,http://111.40.87.212:4445/live/cctv13/index.m3u8
CCTV-14,http://111.40.87.212:4445/live/cctv14/index.m3u8
CCTV-15,http://111.40.87.212:4445/live/cctvnew/index.m3u8
CCTV-16,http://111.40.87.212:4445/live/cctvnews/index.m3u8
CCTV-17,http://111.40.87.212:4445/live/cctv17/index.m3u8
CCTV-10,http://1.195.111.251:11190/tsfile/live/0010_1.m3u8?%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7%E3%80%90%E6%99%B4%E5%9B%AD%E3%80%91%E6%95%B4%E7%90%86%E5%88%86%E4%BA%AB
CCTV第一剧场,http://60.10.72.197:9993/live/cctvdy/index.m3u8
CCTV风云剧场,http://60.10.72.197:9993/live/cctvjc/index.m3u8
CCTV怀旧剧场,http://60.10.72.197:9993/live/cctvhj/index.m3u8
CCTV风云音乐,http://60.10.72.197:9993/live/cctvyy/index.m3u8
武术世界,http://60.10.72.197:9993/live/wssj/index.m3u8
CCTV国防军事,http://60.10.72.197:9993/live/cctvgf/index.m3u8
CCTV世界地理,http://60.10.72.197:9993/live/cctvdl/index.m3u8
CCTV老故事,http://60.10.72.197:9993/live/cctvgs/index.m3u8
环球奇观,http://60.10.72.197:9993/live/hqqg/index.m3u8
国学频道,http://60.10.72.197:9993/live/gxpd/index.m3u8
梨园频道,http://60.10.72.197:9993/live/hnly/index.m3u8
CETV-4,http://60.10.72.197:9993/live/cetv4/index.m3u8

CCTV-1,http://guany.myds.me:25852/udp/233.50.200.99:5140
CCTV-1,http://guany.myds.me:25852/udp/233.50.200.130:5140
CCTV-1,http://guany.myds.me:25852/udp/233.50.200.143:5140
CCTV-1,http://guany.myds.me:25852/udp/233.50.201.118:5140
CCTV-1,http://guany.myds.me:25852/udp/233.50.201.222:5140
CCTV-2,http://guany.myds.me:25852/udp/233.50.200.25:5140
CCTV-2,http://guany.myds.me:25852/udp/233.50.200.100:5140
CCTV-2,http://guany.myds.me:25852/udp/233.50.201.119:5140
CCTV-3,http://guany.myds.me:25852/udp/233.50.200.107:5140
CCTV-3,http://guany.myds.me:25852/udp/233.50.201.196:5140
CCTV-4,http://guany.myds.me:25852/udp/233.50.200.101:5140
CCTV-5,http://guany.myds.me:25852/udp/233.50.200.108:5140
CCTV-5,http://guany.myds.me:25852/udp/233.50.201.197:5140
CCTV-5+,http://guany.myds.me:25852/udp/233.50.201.220:5140
CCTV-6,http://guany.myds.me:25852/udp/233.50.200.109:5140
CCTV-6,http://guany.myds.me:25852/udp/233.50.201.198:5140
CCTV-7,http://guany.myds.me:25852/udp/233.50.200.24:5140
CCTV-7,http://guany.myds.me:25852/udp/233.50.200.102:5140
CCTV-7,http://guany.myds.me:25852/udp/233.50.201.120:5140
CCTV-8,http://guany.myds.me:25852/udp/233.50.200.110:5140
CCTV-8,http://guany.myds.me:25852/udp/233.50.201.199:5140
CCTV-9,http://guany.myds.me:25852/udp/233.50.200.23:5140
CCTV-9,http://guany.myds.me:25852/udp/233.50.201.121:5140
CCTV-10,http://guany.myds.me:25852/udp/233.50.200.22:5140
CCTV-10,http://guany.myds.me:25852/udp/233.50.201.122:5140
CCTV-11,http://guany.myds.me:25852/udp/233.50.201.11:5140
CCTV-12,http://guany.myds.me:25852/udp/233.50.200.21:5140
CCTV-12,http://guany.myds.me:25852/udp/233.50.201.123:5140
CCTV-13,http://guany.myds.me:25852/udp/233.50.200.111:5140
CCTV-13,http://guany.myds.me:25852/udp/233.50.201.246:5140
CCTV-14,http://guany.myds.me:25852/udp/233.50.200.103:5140
CCTV-14,http://guany.myds.me:25852/udp/233.50.200.20:5140
CCTV-14,http://guany.myds.me:25852/udp/233.50.201.124:5140
CCTV-16,http://guany.myds.me:25852/udp/233.50.200.112:5140
CCTV-16,http://guany.myds.me:25852/udp/233.50.201.192:5140
CCTV-17,http://guany.myds.me:25852/udp/233.50.200.113:5140


CCTV-1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226419/index.m3u8
CCTV-2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV-3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV-4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV-6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV-8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV-9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV-12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV-14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV-16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV-17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CGTN记录,https://livedoc.cgtn.com/500d/prog_index.m3u8
CGTN俄语,https://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN法语,https://livefr.cgtn.com/1000f/prog_index.m3u8
CGTN西语,https://livees.cgtn.com/1000e/prog_index.m3u8
CGTN阿语,https://livear.cgtn.com/1000a/prog_index.m3u8
卡酷少儿,http://222.223.118.222:2180/live/kkse/index.m3u8
金鹰卡通,http://222.223.118.222:2180/live/jykt/index.m3u8
第一剧场,http://222.223.118.222:2180/live/dyjc/index.m3u8
风云剧场,http://222.223.118.222:2180/live/fyjc/index.m3u8
怀旧剧场,http://222.223.118.222:2180/live/hjjc/index.m3u8
风云音乐,http://222.223.118.222:2180/live/fyyy/index.m3u8
风云足球,http://222.223.118.222:2180/live/fyzq/index.m3u8
高尔夫网球,http://222.223.118.222:2180/live/gefwq/index.m3u8
武术世界,http://222.223.118.222:2180/live/wssj/index.m3u8
国防军事,http://222.223.118.222:2180/live/gfjs/index.m3u8
世界地理,http://222.223.118.222:2180/live/sjdl/index.m3u8
汽摩,http://222.223.118.222:2180/live/qimo/index.m3u8
老故事,http://222.223.118.222:2180/live/lgsh/index.m3u8
环球奇观,http://222.223.118.222:2180/live/hqqg/index.m3u8
文物宝库,http://222.223.118.222:2180/live/wwbk/index.m3u8
国学频道,http://222.223.118.222:2180/live/gxpd/index.m3u8
茶频道,http://222.223.118.222:2180/live/chapd/index.m3u8
女新时尚,http://222.223.118.222:2180/live/nxss/index.m3u8
文化精品,http://222.223.118.222:2180/live/whjp/index.m3u8
梨园频道,http://222.223.118.222:2180/live/lypd/index.m3u8
新闻综合,http://222.223.118.222:2180/live/xwzh/index.m3u8
纪实HD,http://222.223.118.222:2180/live/jishhd/index.m3u8
邢台综合,http://222.223.118.222:2180/live/hbxtzh/index.m3u8
邢台公共,http://222.223.118.222:2180/live/hbxtgg/index.m3u8
快乐垂钓,http://222.223.118.222:2180/live/klcd/index.m3u8
睛彩河北,http://222.223.118.222:2180/live/qchb/index.m3u8
早期教育,http://222.223.118.222:2180/live/zqjy/index.m3u8
求索纪录,http://222.223.118.222:2180/live/qsjl/index.m3u8

CCTV-1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV-2,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV-3,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225799/index.m3u8
CCTV-4,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-5,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5+,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225507/index.m3u8
CCTV-6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-7,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV-8,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV-9,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-10,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225677/index.m3u8
CCTV-11,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV-12,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-13,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV-14,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV-15,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV-16,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225893/index.m3u8
CCTV-17,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8

CCTV-1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226016/index.m3u8
CCTV-2,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8
CCTV-3,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/index.m3u8
CCTV-4,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8
CCTV-5,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226019/index.m3u8
CCTV-5+,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8
CCTV-6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8
CCTV-7,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225733/index.m3u8
CCTV-8,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226008/index.m3u8
CCTV-9,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225734/index.m3u8
CCTV-10,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225730/index.m3u8
CCTV-11,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225597/index.m3u8
CCTV-12,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225731/index.m3u8
